"path","status"
"Attendace_system-main/scripts/003_create_functions.sql","optional-db-migration-or-diagnostic"
"Attendace_system-main/scripts/004_create_admin_user.sql","optional-db-migration-or-diagnostic"
"Attendace_system-main/scripts/005_assign_department_to_classes.sql","optional-db-migration-or-diagnostic"
"Attendace_system-main/scripts/005_fix_faculty_hod_ids.sql","optional-db-migration-or-diagnostic"
"Attendace_system-main/scripts/006_add_department_rls_policy.sql","optional-db-migration-or-diagnostic"
"Attendace_system-main/scripts/006_diagnostic_hod_faculty.sql","optional-db-migration-or-diagnostic"
"Attendace_system-main/scripts/007_add_faculty_to_students.sql","optional-db-migration-or-diagnostic"
"Attendace_system-main/scripts/007_verify_data_integrity.sql","optional-db-migration-or-diagnostic"
"Attendace_system-main/scripts/008_create_student_accounts.sql","optional-db-migration-or-diagnostic"
"Attendace_system-main/scripts/009_create_leave_schema.sql","optional-db-migration-or-diagnostic"
"Attendace_system-main/scripts/010_enable_leave_rls.sql","optional-db-migration-or-diagnostic"
"Attendace_system-main/scripts/011_create_leave_functions.sql","optional-db-migration-or-diagnostic"
"Attendace_system-main/scripts/add_faculty_name_column.sql","optional-db-migration-or-diagnostic"
"Attendace_system-main/scripts/add_hod_name_column.sql","optional-db-migration-or-diagnostic"
"Attendace_system-main/scripts/check_and_create_profile.sql","optional-db-migration-or-diagnostic"
"Attendace_system-main/scripts/check_faculty_columns.sql","optional-db-migration-or-diagnostic"
"Attendace_system-main/scripts/check_faculty_relationships.sql","optional-db-migration-or-diagnostic"
"Attendace_system-main/scripts/check_hod_relationships.sql","optional-db-migration-or-diagnostic"
"Attendace_system-main/scripts/check_role_tables_columns.sql","optional-db-migration-or-diagnostic"
"Attendace_system-main/scripts/debug_500_error.sql","optional-db-migration-or-diagnostic"
"Attendace_system-main/scripts/disable_trigger_completely.sql","optional-db-migration-or-diagnostic"
"Attendace_system-main/scripts/disable_trigger_create_admin.sql","optional-db-migration-or-diagnostic"
"Attendace_system-main/scripts/fix_email_constraint.sql","optional-db-migration-or-diagnostic"
"Attendace_system-main/scripts/fix_email_constraint_v2.sql","optional-db-migration-or-diagnostic"
"Attendace_system-main/scripts/fix_email_trailing_space.sql","optional-db-migration-or-diagnostic"
"Attendace_system-main/scripts/fix_rls_final.sql","optional-db-migration-or-diagnostic"
"Attendace_system-main/scripts/fix_rls_policies.sql","optional-db-migration-or-diagnostic"
"Attendace_system-main/scripts/fix_trigger.sql","optional-db-migration-or-diagnostic"
"Attendace_system-main/scripts/seed_admin.js","optional-admin-utility"
"Attendace_system-main/scripts/test_rls_working.sql","optional-db-migration-or-diagnostic"
"Attendace_system-main/SIMPLE_DIAGNOSTIC.sql","optional-db-diagnostic"
"Attendace_system-main/supabase/.gitignore","optional-supabase-local-config"
"Attendace_system-main/supabase/config.toml","optional-supabase-local-config"
"Attendace_system-main/supabase/functions/_shared/utils.ts","optional-supabase-edge-functions"
"Attendace_system-main/supabase/functions/deno.json","optional-supabase-edge-functions"
"Attendace_system-main/supabase/functions/deploy.sh","optional-supabase-edge-functions"
"Attendace_system-main/supabase/functions/DEPLOYMENT.md","optional-supabase-edge-functions"
"Attendace_system-main/supabase/functions/README.md","optional-supabase-edge-functions"
"Attendace_system-main/supabase/functions/route-handlers/index.ts","optional-supabase-edge-functions"
"Attendace_system-main/supabase/functions/whatsapp-webhook1/index.ts","optional-supabase-edge-functions"
"Attendace_system-main/tsconfig.json","required-build-config"
"Attendace_system-main/tsconfig.tsbuildinfo","generated-safe-delete"
"Attendace_system-main/vercel.json","required-build-config"
"Attendace_system-main/VERCEL_DEPLOYMENT.md","optional-documentation"
"Attendace_system-main/VERIFICATION_REPORT.md","optional-documentation"
"FILE_REQUIREMENT_AUDIT.csv","review-manually"
"INTEGRATION_ATTENDANCE_LEAVEFLOW.md","required-root-orchestration"
"leave-domain-common.ts","required-root-canonical-common"
"LeaveFlow-main/.gitignore","optional-legacy-leaveflow"
"LeaveFlow-main/API_DOCUMENTATION.md","optional-legacy-leaveflow"
"LeaveFlow-main/backend/.env.example","optional-legacy-leaveflow"
"LeaveFlow-main/backend/.gitignore","optional-legacy-leaveflow"
"LeaveFlow-main/backend/api/__init__.py","optional-legacy-leaveflow"
"LeaveFlow-main/backend/api/index.py","optional-legacy-leaveflow"
"LeaveFlow-main/backend/app/__init__.py","optional-legacy-leaveflow"
"LeaveFlow-main/backend/app/auth.py","optional-legacy-leaveflow"
"LeaveFlow-main/backend/app/config.py","optional-legacy-leaveflow"
"LeaveFlow-main/backend/app/database.py","optional-legacy-leaveflow"
"LeaveFlow-main/backend/app/main.py","optional-legacy-leaveflow"
"LeaveFlow-main/backend/app/models.py","optional-legacy-leaveflow"
"LeaveFlow-main/backend/app/routes/__init__.py","optional-legacy-leaveflow"
"LeaveFlow-main/backend/app/routes/account_requests.py","optional-legacy-leaveflow"
"LeaveFlow-main/backend/app/routes/auth.py","optional-legacy-leaveflow"
"LeaveFlow-main/backend/app/routes/holidays.py","optional-legacy-leaveflow"
"LeaveFlow-main/backend/app/routes/leave.py","optional-legacy-leaveflow"
"LeaveFlow-main/backend/app/routes/users.py","optional-legacy-leaveflow"
"LeaveFlow-main/backend/app/routes/webhook.py","optional-legacy-leaveflow"
"LeaveFlow-main/backend/app/scheduler.py","optional-legacy-leaveflow"
"LeaveFlow-main/backend/app/schemas.py","optional-legacy-leaveflow"
"LeaveFlow-main/backend/app/services/__init__.py","optional-legacy-leaveflow"
"LeaveFlow-main/backend/app/services/ai_service.py","optional-legacy-leaveflow"
"LeaveFlow-main/backend/app/services/leave.py","optional-legacy-leaveflow"
"LeaveFlow-main/backend/app/services/parser.py","optional-legacy-leaveflow"
"LeaveFlow-main/backend/app/services/validator.py","optional-legacy-leaveflow"
"LeaveFlow-main/backend/app/services/whatsapp.py","optional-legacy-leaveflow"
"LeaveFlow-main/backend/app/static/favicon.ico","optional-legacy-leaveflow"
"LeaveFlow-main/backend/requirements.txt","optional-legacy-leaveflow"
"LeaveFlow-main/backend/vercel.json","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/.env.example","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/.gitignore","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/app/(components)/header.tsx","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/app/components/error-boundary.tsx","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/app/components/loading.tsx","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/app/components/skeleton.tsx","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/app/globals.css","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/app/holidays/page.tsx","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/app/layout.tsx","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/app/lib/api.ts","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/app/lib/auth-context.tsx","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/app/lib/error-handling.ts","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/app/lib/providers.tsx","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/app/lib/use-auth-guard.ts","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/app/page.tsx","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/app/pending-accounts/page.tsx","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/app/profile/page.tsx","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/app/requests/[id]/page.tsx","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/app/requests/calendar/page.tsx","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/app/requests/history/page.tsx","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/app/requests/page.tsx","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/app/signin/page.tsx","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/app/signup/page.tsx","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/app/users/[id]/page.tsx","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/app/users/page.tsx","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/components/dashboard-header.tsx","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/components/dashboard-layout.tsx","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/components/leave-request-form.tsx","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/components/sidebar.tsx","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/components/theme-provider.tsx","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/components/theme-toggle.tsx","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/components/ui/avatar.tsx","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/components/ui/badge.tsx","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/components/ui/button.tsx","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/components/ui/card.tsx","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/components/ui/dropdown-menu.tsx","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/components/ui/sheet.tsx","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/components/whatsapp-bot-preview.tsx","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/lib/utils.ts","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/next.config.js","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/next-env.d.ts","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/package.json","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/package-lock.json","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/postcss.config.js","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/tailwind.config.js","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/tsconfig.json","optional-legacy-leaveflow"
"LeaveFlow-main/dashboard/vercel.json","optional-legacy-leaveflow"
"LeaveFlow-main/ERROR_PREVENTION_SUMMARY.md","optional-legacy-leaveflow"
"LeaveFlow-main/package.json","optional-legacy-leaveflow"
"LeaveFlow-main/package-lock.json","optional-legacy-leaveflow"
"LeaveFlow-main/README.md","optional-legacy-leaveflow"
"LeaveFlow-main/TESTING_GUIDE.md","optional-legacy-leaveflow"
"LeaveFlow-main/TROUBLESHOOTING.md","optional-legacy-leaveflow"
"leave-module-page.tsx","required-root-canonical-common"
"package.json","required-root-orchestration"
"scripts/dev-unified.mjs","required-root-orchestration"
"scripts/sync-common-files.mjs","required-root-orchestration"
